"Product.Key","Product.VLongDescription"
5062,"Old Stone Oven 14in Rd Stone pizza stone Product Dimensions: 14in dia x 0.59 in thickness at highest point (edges and center heating core)  Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools   "
5063,"Old Stone Oven 16in Rd Stone pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools   "
5064,"Old Stone Ov Baking Tile 6pk pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5065,"Old Stone Oven 'Pizza for Two' pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5066,"Olive Boat 13in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5067,"Olive Boat 9.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5068,"One Cup Perfect Tea Spoon tea accessory  KSC SKU Kitchen Storage/Organization Tea Making  International KCH Items "
5069,"Onion Soup Bowl w Hndl wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5070,"Oval Au Gratin 10.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5071,"Oval Au Gratin 13in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5072,"Oval Au Gratin 9in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5073,"Oval Porcelain Baker 11in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5074,"Oval Baker 13in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5075,"Oval Baker 9in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5076,"Oval Platter 10x13in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5077,"Oval Platter 11x15.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5078,"Oval Platter 12x17.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5079,"Oval Platter 13.5x19.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5080,"Oval Platter 8.5x11.5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5081,"Oval Ribbed Ramekin wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5082,"Oval Tureen 2-quart wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5083,"Panettone mold mini 200pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5084,"Panettone mold mini 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5085,"Panettone paper mold lg 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5086,"Paper Cake Pan 6in Rnd 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5087,"Paper Cake Pan 8in Rnd 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5088,"Paper Cake Pan 8in Rnd 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5089,"Paper Cake Pan 9.5in Rnd 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5090,"Paper Cake Pan 9.5in Rnd 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5091,"Paper junior loaf pan (25 pk) paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5092,"Paper Loaf Pan 4x2x2in 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5093,"Paper Loaf Pan 6x2.5x2in 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5094,"Paper Loaf Pan 8x2.5x2in 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5095,"Paper Loaf Pan 8x2.5x2in 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5096,"Large Paper Loaf Pan 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5097,"Large Paper Loaf Pan 6pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5098,"Paper molds muffin 200pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5099,"Paper MuffinCupcake Molds 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5100,"Paper Pan Round 6.125in 25pk paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5101,"paper tulip bake cup 25pk brn paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5102,"Paper Tulip bake cup 25pk Scrl paper baker  KSC SKU Kitchen Storage/Organization Baking Essentials   "
5103,"Pastry Brush 1in   KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil  International KCH Items "
5104,"Pastry Brush 1in 24box   KSC SKU Kitchen Storage/Organization Wood kitchen tools and utensil  International KCH Items "
5105,"Pie Weight Chain   KSC SKU Kitchen Storage/Organization Baking Essentials  International KCH Items "
5106,"Pierogi Maker   KSC SKU Kitchen Storage/Organization Cooks Tools   "
5107,"Pitcher 0.5oz   KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5108,"Pitcher 4.25oz wht   KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5109,"Pizza cake lifter 10in pizza peel  KSC SKU Kitchen Storage/Organization Pizza tools Black International KCH Items "
5110,"Pizza Cake Plate 14in dia wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5111,"pizza cutter 4in dia carded pizza cutter  KSC SKU Kitchen Storage/Organization Pizza tools  International KCH Items "
5112,"pizza cutter 4in plastic hndl pizza cutter  KSC SKU Kitchen Storage/Organization Pizza tools  International KCH Items "
5113,"pizza cutter 4in wood hndl pizza cutter  KSC SKU Kitchen Storage/Organization Pizza tools  International KCH Items "
5114,"pizza kit stone and peel pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite) WOOD    PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools   "
5115,"pizza pan 12 x 2 tapered pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5116,"pizza pan 14 x 2 tapered pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5117,"Pizza pan deep dish 10 x 2 pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5118,"Pizza pan flat 10in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5119,"Pizza pan flat 12in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5120,"Pizza pan flat 14in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5121,"Pizza pan flat 15in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5122,"Pizza pan flat 16in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5123,"pizza pan perforated 10in alum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools  Domestic KCH Items "
5124,"pizza pan perforated 12in alum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5125,"pizza pan perforated 15in alum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5126,"pizza screen 12in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5127,"pizza screen 14in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5128,"pizza screen 16in aluminum pizza pan  KSC SKU Kitchen Storage/Organization Pizza tools Silver Domestic KCH Items "
5129,"pizza stone 10.5 personal pizza stone Product Dimensions: 10.63 in L x 10.63 in W x .56 in H /27 cm L x 27 cm W x 1.4 cm H 3.4lbs/1.54kgs  Color: natural  Materials of Construction: high-fired refractory stone (cordierite)  Component Materials Dimensions Weights:    PACKAGING  Artwork Brand - HCD  1 pcs/retail unit: 10.83 in L x 10.83 in W x .98 in H (27.5 cm L x 27.5 cm W x 2.5 cm H) 3.6lbs/1.63kgs UPC 761995044102  Retail Packaging:     4 pcs/20-level Box:  lbs/kgs GTIN 20761995044106GTIN label required    Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65  - Additional product testing required: KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5130,"pizza stone 11in x 16in pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools  International KCH Items "
5131,"pizza stone 13inrndbrbx pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5132,"pizza stone 14 x 16 in pizza stone Product Dimensions: 16.25 in L x 14.25 in W x 0.54 in H /41.3 cm L x 36.2 cm W x 1.4 cm H 10.4lbs/4.72kgs  Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit: 17.25 in L x 3.5 in W x 18 in H (43.8 cm L x 8.9 cm W x 45.7 cm H) 11.8lbs/5.35kgs UPC 761995044676  Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools   "
5133,"pizza stone 8.5in round pizza stone Product Dimensions:   Color: natural  Materials of Construction: high-fired refractory stone (cordierite)      PACKAGING  Artwork Brand - HCD  1 pcs/retail unit:   Retail Packaging: Brown box packaging       Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Must pass BV Testing US 16 CFR Part 1303  (Lead Paint) under CPSIA  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65   KSC SKU Kitchen Storage/Organization Pizza tools Natural  "
5134,"Porcelain Bowl 6in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5135,"Porcelain Creamer wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5136,"Porcelain Cup and Saucer wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5137,"Porcelain Egg Plate wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5138,"Porcelain Gravy Boat 10oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5139,"Porcelain Lemon Juicer wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5140,"Porcelain Mug 10oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5141,"Porcelain Oval Tart 5x3in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5142,"Porcelain Pitcher 16oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5143,"Porcelain Pitcher 8oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5144,"Porcelain Quiche 5in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5145,"Porcelain Ramekin 2oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5146,"Porcelain Ramekin 4oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5147,"Porcelain Ramekin 6oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5148,"Porcelain Souffle 10oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5149,"Porcelain Spoon wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5150,"Porcelain Sugar Bowl wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5151,"Porcelain Tea Bag Holder wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5152,"Porcelain Teapot 6 Cup wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5153,"Porcelain Teapot 3-Cup porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5154,"Professional Oven Mit 13in oven mit  KSC SKU Kitchen Storage/Organization Cloth goods for kitchen Light Beige  "
5155,"Professional Oven Pad round oven mit Machine wash warm or hot; tumble dry  Material stretches to fit hand KSC SKU Kitchen Storage/Organization Cloth goods for kitchen Light Beige  "
5156,"Professional Oven Pad square oven mit Passes British Thermal Standard for heat resistance KSC SKU Kitchen Storage/Organization Cloth goods for kitchen Light Beige Domestic KCH Items "
5157,"Quiche 10in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware White International KCH Items "
5158,"Ravioli Maker LRG 2 14in card   KSC SKU Kitchen Storage/Organization Cooks Tools   "
5159,"Ravioli Maker SML w press cardedmakes 12 1 3/4"" ravioli  KSC SKU Kitchen Storage/Organization Cooks Tools   "
5160,"Ravioli stamp round 2.5in   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5161,"Ravioli stamp square 2.5in   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5162,"Recipe Card Box (Single) 3 x 5 wood recipe box  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5163,"Recipe Card Box (Single) 4 x 6 wood recipe box  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5164,"Recipe Card Box Double 3x5 wood recipe box  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5165,"Recipe Card Box Double 4x7 wood recipe box  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5166,"Rectangular Baker 9x13in wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5167,"Ribbed Custard Cup 4.75oz wht porcelain  KSC SKU Kitchen Storage/Organization Porcelain Bakeware & Serveware  International KCH Items "
5168,"Roasting Rack Nonstick adjust  Product Dimensions: 11.5 in L x 10.75 in W x 0.75 in H /29.2 cm L x 27.3 cm W x 1.9 cm H 1.06lbs/0.48kgs  Color:   Materials of Construction:        PACKAGING  Artwork Brand - HCD   pcs/retail unit: 11.5 in L x 10.75 in W x 0.75 in H (29.2 cm L x 27.3 cm W x 1.9 cm H) 1.06lbs/0.48kgs UPC 761995025552  Retail Packaging: belly band  Assembly is required. All components must be marked with removable labels that match the component letter on the HCD instruction sheet.     Shipping marks on 2 sides of shipping carton and printed according to Honey-Can-Do requirements.  Master Carton/Shipper Box: 5-Ply corrugated cardboard A/B Flute.    FUNCTIONAL TESTING:  - Item must function according to its intended design.  - Item must be free from defects in materials or workmanship; such as untrimmed flash burrs cracks dents scratches sharp or rough edges poor finishing dirty marks on product or packaging missing or broken pieces and other visual or functional defects.  - Must pass UPC Scannable Test.  - Must pass unit size check and unit weight check with the tolerance (+5%/-0%).  - Master Carton must pass ISTA-1A carton drop test  - Materials used in this product or packaging CANNOT contain any chemicals listed in Prop 65 KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5169,"Rolling Pin 12in Wood   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5170,"Rolling Pin 20in Tapered   KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5171,"Rolling Pin pasta 1.25x18 hardwood  KSC SKU Kitchen Storage/Organization Cooks Tools  Domestic KCH Items "
5172,"Rolling Pin Straight 20in 2 inch diameter  KSC SKU Kitchen Storage/Organization Cooks Tools  International KCH Items "
5173,"Rosette 2-in-1 Buttfly (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5174,"Rosette 2-in-1 Snflake (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5175,"Rosette 2-in-1 Snowflake (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5176,"Rosette 2-in-1 Spanish (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5177,"Rosette  2-in-1 Spanish loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5178,"Rosette Angel (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5179,"Rosette  Angel  loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5180,"Rosette Bell (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5181,"Rosette Bell Open Style loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5182,"Rosette Butterfly (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5183,"Rosette Lg Christmas Tr loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5184,"Rosette  cookie loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5185,"Rosette  Daisy Med loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5186,"Rosette  Daisy Sm loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5187,"Rosette D. Heart Shell (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5188,"Rosette D. Tart Shell (loose) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5189,"Rosette Easter Egg (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5190,"Rosette fancy butterfly loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5191,"Rosette Florette loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5192,"Rosette  French Tartlet loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5193,"Rosette Geo. Spanish (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5194,"Rosette  Heart loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5195,"Rosette  Heart (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5196,"Rosette King Size (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5197,"Rosette  king size loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5198,"Rosette Large Rosette (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5199,"Rosette  large loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5200,"Rosette Lg Christmas Tree(CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5201,"Rosette  lg tart shell loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5202,"Rosette Medium Rosette (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5203,"Rosette Christmas Tree loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5204,"Rosette Rabbit (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5205,"Rosette  Santa loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5206,"Rosette Single Handle (CRD) rosette see item 7166 also KSC SKU Kitchen Storage/Organization Rosette Irons  International KCH Items "
5207,"Rosette  Small Rosette (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5208,"Rosette Snowflake (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5209,"Rosette  Snowflake loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5210,"Rosette Snowman (CRD) rosette  KSC SKU Kitchen Storage/Organization Rosette Irons   "
5211,"Rosette  Star loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5212,"Rosette  star-2-in-1 loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
5213,"Rosette  triple size loose rosette  KSC SKU Kitchen Storage/Organization Rosette Irons  KCH Bulk Items and components "
